pH,tds,turbidity,bod,cod,temperature,heavy_metals,intended_reuse,recipe_class,alum_dose,polymer_dose,chlorine_dose,antiscalant_dose
8.16,1320,129,53,506,17,1,Irrigation,recipe_3,47.82,1.47,4.78,3.3
8.71,1337,51,305,302,23,0,Construction,recipe_3,44.21,1.35,4.5,3.55
6.44,243,31,211,477,32,1,Construction,recipe_3,46.15,1.73,4.09,4.73
6.94,1367,63,174,442,17,0,Industrial,recipe_2,36.99,0.95,2.96,0.0
8.97,1941,148,246,682,31,1,Washing,recipe_3,39.24,1.21,3.65,4.6
8.29,2489,164,278,595,38,0,Washing,recipe_3,53.51,1.35,4.58,3.49
7.86,2660,109,237,59,17,0,Construction,recipe_3,51.33,1.24,4.38,3.64
8.54,1420,170,379,99,17,1,Construction,recipe_3,50.61,1.37,3.89,4.5
6.19,651,180,210,739,17,1,Cooling,recipe_3,42.13,1.32,4.14,4.11
6.48,2005,24,159,505,27,0,Washing,recipe_3,52.7,1.56,3.39,3.6
5.51,1053,38,303,527,28,0,Washing,recipe_3,48.04,1.71,4.33,4.7
7.78,1063,139,167,167,21,1,Construction,recipe_3,37.31,1.4,3.46,4.77
8.04,669,105,178,135,20,0,Washing,recipe_4,8.89,0.23,2.04,3.55
5.62,1712,20,214,782,26,0,Irrigation,recipe_3,49.82,1.63,4.41,3.47
7.08,390,184,327,144,37,1,Construction,recipe_3,43.71,1.45,4.65,3.46
7.37,1114,120,57,493,29,1,Cooling,recipe_3,47.88,1.52,3.38,3.51
6.41,1620,90,147,766,27,1,Industrial,recipe_3,44.41,1.55,3.37,4.3
8.85,1397,104,325,580,27,0,Washing,recipe_3,48.04,1.65,4.08,3.43
7.17,964,23,110,723,20,1,Washing,recipe_3,39.18,1.48,4.7,4.56
8.07,1199,80,236,223,19,1,Irrigation,recipe_3,53.37,1.73,4.69,3.3
5.15,296,150,221,334,21,1,Irrigation,recipe_3,40.3,1.79,3.28,4.72
8.48,1479,31,85,169,29,0,Cooling,recipe_2,32.37,0.82,3.08,0.0
5.29,204,35,325,125,26,0,Industrial,recipe_2,37.24,0.95,3.39,0.0
8.43,359,123,329,124,34,0,Irrigation,recipe_3,47.06,1.65,3.89,3.29
8.96,2846,121,114,784,24,0,Industrial,recipe_3,47.09,1.22,3.63,3.59
6.62,1236,85,353,482,33,1,Irrigation,recipe_3,46.73,1.41,3.94,4.02
5.77,1126,43,373,558,19,1,Cooling,recipe_3,39.77,1.27,4.57,4.7
8.3,2855,200,369,705,39,1,Cooling,recipe_3,47.51,1.47,4.24,3.43
8.99,568,84,344,603,18,1,Washing,recipe_3,46.08,1.37,3.32,4.27
6.38,1922,108,158,545,28,0,Washing,recipe_3,40.15,1.21,3.67,3.26
7.03,1389,82,177,227,31,0,Construction,recipe_2,32.05,0.91,2.78,0.0
6.02,1317,131,96,561,37,1,Construction,recipe_3,51.86,1.62,4.27,4.36
5.97,2904,145,239,129,37,0,Washing,recipe_3,41.35,1.43,4.53,4.17
6.38,1690,7,318,59,35,0,Industrial,recipe_4,8.43,0.16,2.19,2.54
8.38,2070,74,357,483,17,1,Construction,recipe_3,51.61,1.31,4.76,3.4
6.08,1875,50,398,280,26,1,Washing,recipe_3,46.0,1.23,3.56,4.19
6.15,2661,58,188,706,27,1,Washing,recipe_3,41.8,1.55,3.66,3.34
6.55,1514,124,279,680,28,1,Industrial,recipe_3,53.41,1.74,3.34,3.6
7.75,2639,24,250,560,27,1,Cooling,recipe_3,41.47,1.68,3.99,3.43
7.37,2632,97,388,742,40,0,Washing,recipe_3,49.74,1.28,4.01,3.53
7.39,547,98,363,794,29,1,Construction,recipe_3,36.57,1.7,4.02,4.02
5.61,1285,185,273,650,25,0,Construction,recipe_3,46.95,1.73,3.5,3.88
6.46,770,5,141,402,20,0,Industrial,recipe_4,10.01,0.18,1.97,2.99
6.28,2522,164,80,655,26,0,Cooling,recipe_3,37.12,1.67,3.84,3.74
6.71,1089,99,130,36,26,1,Industrial,recipe_3,48.73,1.48,4.08,3.41
7.45,1024,171,285,706,16,1,Construction,recipe_3,48.53,1.53,4.06,4.69
5.57,449,33,372,496,32,1,Construction,recipe_3,48.23,1.47,3.8,4.75
6.32,426,189,392,600,26,0,Washing,recipe_3,37.76,1.59,3.42,3.81
6.38,554,70,175,397,25,0,Construction,recipe_4,9.0,0.2,1.93,2.49
8.76,1959,198,156,652,19,1,Irrigation,recipe_3,42.71,1.25,4.23,4.5
8.38,1073,111,180,579,16,1,Washing,recipe_3,38.81,1.73,4.58,3.28
6.32,569,170,31,720,21,0,Cooling,recipe_3,44.5,1.46,3.52,4.43
7.51,1058,195,43,292,15,1,Cooling,recipe_3,46.26,1.63,3.35,4.09
7.83,2438,128,227,102,38,1,Industrial,recipe_3,38.08,1.69,3.6,4.13
8.7,2949,61,399,470,28,0,Washing,recipe_3,52.98,1.55,4.48,4.28
6.45,1140,119,33,145,34,1,Cooling,recipe_3,50.24,1.57,4.75,4.02
7.17,376,22,119,730,19,1,Construction,recipe_3,36.29,1.77,4.26,4.13
5.64,1122,62,23,609,29,1,Washing,recipe_3,40.75,1.24,3.91,3.31
5.11,1478,70,152,381,40,0,Industrial,recipe_3,49.57,1.27,3.74,4.23
8.68,259,4,181,689,36,1,Cooling,recipe_3,39.68,1.48,3.32,3.63
8.52,1078,26,362,291,25,0,Cooling,recipe_3,50.0,1.42,3.53,4.27
5.78,2678,90,20,501,20,1,Construction,recipe_3,36.94,1.55,3.44,4.24
5.16,2783,188,318,568,22,1,Industrial,recipe_3,52.16,1.78,3.95,3.39
8.84,1995,8,363,330,27,1,Industrial,recipe_3,44.02,1.54,4.11,3.98
6.23,1787,59,201,303,15,0,Washing,recipe_3,44.36,1.59,4.01,3.44
5.08,1664,110,85,406,33,1,Industrial,recipe_3,43.67,1.25,4.25,4.29
8.12,243,155,95,203,21,1,Construction,recipe_3,49.15,1.73,4.18,4.61
7.62,1736,24,397,192,21,1,Washing,recipe_3,49.56,1.26,3.43,3.35
7.25,2827,21,52,565,38,1,Cooling,recipe_3,38.68,1.36,3.82,3.61
7.15,884,148,35,303,28,1,Irrigation,recipe_3,39.64,1.78,3.37,4.16
7.33,1851,100,131,217,31,0,Cooling,recipe_4,8.6,0.24,1.96,2.71
5.89,1154,84,191,542,22,0,Industrial,recipe_3,50.4,1.71,3.64,4.22
8.39,1976,105,328,139,27,0,Industrial,recipe_3,37.46,1.49,3.48,3.8
5.58,1872,145,144,297,30,0,Washing,recipe_3,50.1,1.3,3.95,3.29
6.45,2206,140,194,569,22,1,Cooling,recipe_3,51.38,1.47,4.49,4.66
5.65,519,91,143,201,18,0,Irrigation,recipe_2,37.58,1.09,2.82,0.0
8.02,980,69,347,678,26,1,Washing,recipe_3,47.98,1.49,3.77,3.52
6.68,2647,114,165,209,17,1,Washing,recipe_3,53.69,1.5,4.39,4.06
7.43,1514,42,128,645,39,1,Industrial,recipe_3,50.45,1.66,3.54,3.47
7.54,2375,188,383,32,30,1,Industrial,recipe_3,50.2,1.65,3.38,3.25
8.75,2407,48,261,276,18,1,Construction,recipe_3,42.54,1.68,3.62,4.1
8.32,632,129,306,187,17,0,Cooling,recipe_3,53.25,1.65,3.28,3.53
7.68,1138,196,41,779,35,0,Irrigation,recipe_3,43.1,1.4,4.44,4.2
5.43,1745,192,279,139,29,0,Construction,recipe_3,53.77,1.37,4.58,4.54
6.31,1975,188,333,525,34,0,Industrial,recipe_3,49.03,1.36,4.42,4.61
5.85,692,181,173,371,16,1,Washing,recipe_3,36.94,1.77,3.62,3.73
5.88,2038,188,141,58,26,1,Industrial,recipe_3,47.6,1.5,4.42,4.2
8.51,787,161,63,753,39,1,Cooling,recipe_3,53.27,1.33,3.7,3.54
8.35,2423,75,115,659,21,0,Washing,recipe_3,37.67,1.49,3.34,4.65
6.37,1645,83,376,364,36,0,Construction,recipe_3,40.28,1.26,3.3,3.41
8.14,523,8,155,787,37,1,Washing,recipe_3,37.33,1.66,3.64,3.8
5.76,2460,75,41,185,21,1,Irrigation,recipe_3,39.45,1.72,3.36,4.64
8.0,1938,132,323,577,22,1,Irrigation,recipe_3,41.23,1.76,4.57,4.32
6.97,423,46,354,488,19,0,Cooling,recipe_3,48.68,1.56,3.93,4.07
8.54,2054,17,38,236,24,1,Washing,recipe_3,37.91,1.74,4.35,3.29
7.81,697,149,65,653,39,1,Industrial,recipe_3,48.18,1.79,3.34,4.42
7.27,903,3,137,654,30,1,Washing,recipe_3,36.65,1.7,4.67,3.81
7.39,2484,42,76,523,16,1,Construction,recipe_3,50.64,1.34,3.84,4.06
6.33,1963,13,359,560,15,1,Construction,recipe_3,40.25,1.69,4.5,3.36
8.06,1262,9,66,202,24,0,Cooling,recipe_2,40.15,1.11,3.37,0.0
6.48,1929,70,199,319,32,1,Cooling,recipe_3,49.87,1.31,4.1,4.15
8.65,1431,175,113,280,15,1,Industrial,recipe_3,38.95,1.42,4.07,3.73
8.42,2889,133,267,150,34,0,Construction,recipe_3,40.7,1.41,3.79,4.66
6.3,532,79,270,466,29,1,Irrigation,recipe_3,48.16,1.24,3.2,3.95
5.22,1009,153,202,129,24,0,Irrigation,recipe_3,50.72,1.33,4.71,4.14
8.9,388,57,219,539,30,0,Cooling,recipe_3,45.35,1.57,4.64,3.35
6.37,2282,132,214,513,34,0,Washing,recipe_3,49.0,1.78,3.35,3.86
8.05,689,96,205,190,40,1,Cooling,recipe_3,52.34,1.39,3.35,3.28
5.56,2803,2,343,52,37,0,Irrigation,recipe_3,40.49,1.21,3.63,3.74
7.66,2789,180,246,134,32,0,Cooling,recipe_3,42.32,1.33,4.41,4.7
5.69,2940,35,378,129,39,0,Cooling,recipe_3,50.38,1.2,4.58,3.67
6.66,1518,67,221,146,27,1,Construction,recipe_3,48.88,1.55,4.62,4.53
7.62,898,172,54,661,37,0,Industrial,recipe_3,53.26,1.22,4.29,3.85
6.17,1482,167,347,494,32,0,Washing,recipe_3,52.36,1.46,4.8,4.35
5.74,1787,112,208,396,22,0,Washing,recipe_3,51.0,1.39,3.42,3.89
8.22,1727,12,278,511,22,1,Industrial,recipe_3,42.22,1.22,4.68,4.06
5.06,2781,157,103,144,40,1,Cooling,recipe_3,36.93,1.72,3.66,4.14
6.24,1263,74,346,39,19,1,Industrial,recipe_3,53.7,1.7,3.69,4.42
5.98,1339,76,106,305,36,1,Cooling,recipe_3,41.61,1.68,4.22,3.58
7.64,2408,179,166,670,30,0,Irrigation,recipe_3,48.29,1.75,3.9,4.6
8.98,2354,196,364,352,34,0,Cooling,recipe_3,40.99,1.8,3.77,4.41
5.41,567,56,198,426,19,1,Industrial,recipe_3,43.74,1.71,3.4,3.91
5.59,1342,115,271,405,29,1,Industrial,recipe_3,43.97,1.43,3.67,3.38
6.23,2941,78,125,379,33,0,Irrigation,recipe_3,53.93,1.43,3.42,4.48
7.4,2370,174,265,276,21,1,Industrial,recipe_3,37.86,1.28,4.12,4.39
8.56,1637,137,265,488,17,1,Industrial,recipe_3,52.15,1.43,3.75,3.48
7.73,1902,80,355,565,23,1,Industrial,recipe_3,41.4,1.6,4.49,4.21
8.04,968,38,66,408,29,1,Construction,recipe_3,36.19,1.72,4.34,3.62
8.88,2160,142,336,49,35,1,Irrigation,recipe_3,37.86,1.21,3.22,3.23
8.97,2681,97,121,436,21,0,Washing,recipe_3,38.32,1.73,4.21,4.37
5.55,1679,155,346,383,39,1,Washing,recipe_3,53.14,1.21,4.43,3.5
6.51,2026,3,389,485,21,0,Irrigation,recipe_3,38.14,1.76,3.9,4.47
6.22,1187,83,259,513,35,0,Industrial,recipe_3,41.92,1.35,3.67,3.69
8.05,1811,14,326,672,36,0,Washing,recipe_3,48.3,1.62,4.11,4.14
7.23,717,155,400,390,23,0,Washing,recipe_3,41.11,1.71,3.53,4.57
6.26,826,158,273,664,39,1,Irrigation,recipe_3,41.23,1.7,3.31,3.28
7.23,1218,155,338,631,27,0,Construction,recipe_3,42.85,1.62,4.6,3.53
7.25,1868,34,220,134,31,1,Cooling,recipe_3,39.07,1.64,3.88,4.15
6.27,1397,149,221,617,33,0,Industrial,recipe_3,48.58,1.67,3.47,4.38
7.79,2839,106,194,48,27,1,Industrial,recipe_3,39.68,1.62,3.52,4.4
8.47,831,74,231,540,28,1,Irrigation,recipe_3,47.71,1.56,3.97,4.55
5.1,2190,196,278,373,31,1,Industrial,recipe_3,44.95,1.39,3.58,3.65
5.0,2280,39,25,48,16,1,Industrial,recipe_3,42.27,1.3,4.15,4.66
8.56,1704,8,183,755,16,1,Industrial,recipe_3,47.79,1.71,3.77,3.97
8.0,1728,103,275,510,37,0,Construction,recipe_3,41.59,1.32,4.42,4.46
8.55,2314,58,266,589,39,0,Construction,recipe_3,40.95,1.77,3.44,4.12
8.06,2597,156,156,174,22,1,Washing,recipe_3,52.18,1.53,4.68,4.12
7.52,1792,160,159,745,25,0,Industrial,recipe_3,51.89,1.73,4.76,4.3
8.2,492,180,226,159,16,0,Washing,recipe_3,40.15,1.71,3.79,3.68
7.47,2122,91,37,365,19,1,Construction,recipe_3,37.42,1.49,4.63,3.26
8.2,782,196,105,385,16,0,Cooling,recipe_3,52.32,1.23,4.57,4.53
8.67,1024,175,355,109,32,1,Industrial,recipe_3,40.05,1.27,4.39,4.64
5.66,1664,181,40,181,21,0,Cooling,recipe_3,47.09,1.77,4.76,4.67
8.22,816,89,97,44,30,0,Industrial,recipe_2,29.37,0.87,2.43,0.0
5.27,1417,154,189,251,19,0,Construction,recipe_3,36.44,1.24,4.55,4.09
8.1,2056,96,241,267,30,0,Washing,recipe_3,48.9,1.54,3.23,3.84
6.13,2977,165,112,186,15,1,Washing,recipe_3,51.95,1.67,4.34,3.73
8.83,2042,169,172,360,36,0,Construction,recipe_3,39.51,1.5,3.34,3.53
6.48,2067,15,120,790,18,1,Cooling,recipe_3,47.09,1.5,4.18,4.66
5.18,2697,25,383,234,20,0,Construction,recipe_3,41.53,1.23,3.52,3.56
8.8,2910,27,329,455,20,1,Construction,recipe_3,49.88,1.32,4.0,3.86
6.7,2074,108,285,299,18,1,Irrigation,recipe_3,40.09,1.75,3.61,4.77
7.37,2527,181,167,437,33,0,Cooling,recipe_3,49.25,1.67,4.17,4.48
5.12,2431,111,281,758,19,0,Cooling,recipe_3,37.49,1.58,3.43,3.88
8.18,1144,121,61,328,39,0,Construction,recipe_2,31.87,0.82,3.41,0.0
5.36,2971,104,76,362,23,0,Irrigation,recipe_3,48.13,1.32,4.61,4.74
8.57,1550,157,279,455,32,0,Construction,recipe_3,38.54,1.65,3.38,3.81
8.79,2680,140,371,215,37,1,Industrial,recipe_3,41.6,1.55,4.0,3.46
5.57,387,17,382,416,33,1,Industrial,recipe_3,39.39,1.4,3.8,3.29
9.0,1356,146,338,178,36,1,Washing,recipe_3,36.59,1.29,4.13,4.18
6.93,979,34,53,412,23,1,Washing,recipe_3,48.22,1.72,3.58,3.54
8.33,359,182,338,628,31,0,Industrial,recipe_3,48.81,1.52,3.88,4.11
6.85,2051,9,169,175,38,1,Industrial,recipe_3,48.9,1.27,4.2,4.7
5.7,325,119,81,175,15,1,Washing,recipe_3,43.26,1.4,3.59,3.64
5.82,723,96,332,762,39,0,Construction,recipe_3,41.06,1.51,3.65,4.5
5.07,1798,94,14,239,28,0,Washing,recipe_4,9.53,0.18,1.97,2.58
8.97,599,158,111,623,39,1,Washing,recipe_3,38.49,1.33,3.39,3.23
5.9,1415,40,283,608,39,1,Construction,recipe_3,44.29,1.33,4.6,4.29
6.07,2380,39,135,111,34,0,Industrial,recipe_2,35.02,0.96,2.65,0.0
8.11,2788,193,271,592,34,1,Construction,recipe_3,41.94,1.53,4.43,4.3
7.76,778,79,242,178,33,0,Washing,recipe_2,36.2,0.95,2.52,0.0
8.41,2840,20,169,797,36,1,Washing,recipe_3,38.73,1.31,3.71,4.19
7.04,2788,36,299,306,23,1,Industrial,recipe_3,39.7,1.74,3.61,3.37
7.08,2620,116,75,134,29,1,Irrigation,recipe_3,36.47,1.53,3.46,3.26
5.23,2780,5,267,561,32,1,Industrial,recipe_3,45.75,1.36,4.1,4.44
5.09,496,11,174,704,22,0,Washing,recipe_3,51.58,1.64,4.1,4.11
8.93,913,153,305,588,25,1,Industrial,recipe_3,41.83,1.56,4.1,3.97
5.47,2232,146,230,546,35,1,Industrial,recipe_3,39.05,1.35,3.99,4.2
6.92,1297,81,94,250,19,1,Irrigation,recipe_3,36.6,1.68,3.81,4.08
5.8,1358,82,358,56,37,1,Washing,recipe_3,41.76,1.7,4.02,3.53
8.84,2592,92,74,556,27,0,Cooling,recipe_3,49.73,1.24,4.75,4.09
8.85,2681,110,192,650,25,1,Industrial,recipe_3,52.39,1.46,3.6,3.5
6.62,2563,15,100,116,29,0,Irrigation,recipe_4,9.83,0.23,2.32,2.43
8.4,2424,149,280,567,38,0,Cooling,recipe_3,46.49,1.64,3.86,4.47
5.85,2514,30,163,175,34,1,Construction,recipe_3,52.59,1.35,4.32,4.45
8.87,557,114,253,512,33,0,Irrigation,recipe_3,38.02,1.38,3.53,4.35
7.89,1172,191,259,101,27,1,Washing,recipe_3,50.91,1.56,4.19,4.55
7.02,689,153,376,460,33,1,Irrigation,recipe_3,47.31,1.57,3.73,4.37
7.61,2705,94,68,154,32,0,Construction,recipe_3,53.52,1.45,4.23,3.23
8.2,2080,33,111,275,40,0,Irrigation,recipe_4,9.79,0.18,2.36,3.33
7.86,2126,165,11,774,26,0,Industrial,recipe_3,50.83,1.8,4.31,3.44
7.4,1909,39,351,794,24,0,Irrigation,recipe_3,41.36,1.73,3.6,4.37
6.66,791,200,391,260,28,0,Construction,recipe_3,44.42,1.55,4.45,3.48
5.47,978,110,347,745,39,1,Washing,recipe_3,42.99,1.25,3.71,4.04
8.58,1590,160,47,174,26,1,Washing,recipe_3,38.99,1.39,3.55,3.46
7.19,434,88,171,501,18,0,Cooling,recipe_2,34.64,0.94,2.63,0.0
5.99,294,76,106,341,38,1,Cooling,recipe_3,44.19,1.53,3.23,4.46
6.45,232,2,266,775,28,1,Industrial,recipe_3,46.11,1.39,4.62,3.53
7.45,2786,150,356,704,32,1,Irrigation,recipe_3,50.17,1.68,4.73,3.43
6.86,495,55,253,120,39,0,Cooling,recipe_4,8.17,0.23,1.69,2.41
7.23,2700,17,286,622,38,1,Construction,recipe_3,50.15,1.23,4.12,3.88
6.25,2926,80,274,508,40,1,Industrial,recipe_3,49.05,1.57,4.79,4.8
7.8,1759,138,100,54,23,0,Construction,recipe_2,39.67,0.94,3.53,0.0
6.16,1745,35,299,92,25,0,Construction,recipe_4,8.96,0.2,1.87,3.48
5.37,1542,90,99,454,38,1,Industrial,recipe_3,45.34,1.67,4.43,3.87
8.29,1586,145,189,115,26,0,Irrigation,recipe_3,37.39,1.37,4.3,3.84
7.58,1116,176,245,279,28,1,Washing,recipe_3,43.47,1.71,3.45,4.6
8.75,894,36,129,669,17,1,Washing,recipe_3,42.02,1.64,3.73,4.5
5.7,2524,21,292,252,40,0,Washing,recipe_3,41.63,1.24,4.09,3.61
8.61,622,51,45,71,31,0,Cooling,recipe_1,22.59,0.57,2.27,0.0
7.2,1558,50,375,265,39,1,Washing,recipe_3,36.59,1.2,3.99,3.8
7.46,1840,157,274,588,35,0,Irrigation,recipe_3,36.87,1.2,4.12,3.59
7.88,1976,19,270,651,40,0,Construction,recipe_3,48.05,1.63,3.9,4.09
5.62,437,41,341,769,40,0,Irrigation,recipe_3,38.66,1.31,4.12,4.64
5.73,1874,120,176,158,24,1,Industrial,recipe_3,51.55,1.47,4.37,3.73
5.43,359,6,41,515,34,1,Construction,recipe_3,49.53,1.67,4.57,4.1
8.19,2222,187,87,264,27,0,Washing,recipe_3,43.0,1.61,3.47,3.45
7.78,1398,70,48,671,17,0,Construction,recipe_3,48.47,1.75,4.28,3.98
8.07,460,55,98,670,15,0,Cooling,recipe_4,9.19,0.2,2.26,2.77
7.78,2680,118,189,352,35,1,Cooling,recipe_3,50.9,1.59,4.65,3.29
5.09,1077,26,325,442,31,1,Irrigation,recipe_3,51.38,1.29,4.2,3.94
7.56,1881,53,396,733,24,0,Construction,recipe_3,43.75,1.46,4.23,4.66
7.17,2193,157,303,89,28,0,Cooling,recipe_3,38.95,1.67,4.77,3.4
7.13,1170,178,202,789,24,1,Industrial,recipe_3,40.07,1.41,4.41,4.14
7.28,1691,4,298,104,34,1,Irrigation,recipe_3,39.75,1.3,3.43,4.46
6.19,1348,132,287,237,36,1,Cooling,recipe_3,52.8,1.42,4.69,3.95
6.68,815,190,399,119,23,1,Washing,recipe_3,37.31,1.66,3.95,3.97
5.72,569,41,54,800,21,1,Irrigation,recipe_3,49.7,1.49,4.74,4.18
8.61,2068,112,324,534,18,1,Cooling,recipe_3,45.82,1.65,3.64,4.42
7.44,513,71,392,651,20,1,Washing,recipe_3,36.8,1.67,3.57,4.17
7.96,714,119,75,493,32,0,Construction,recipe_2,29.53,0.88,2.98,0.0
5.04,1304,65,21,152,29,1,Cooling,recipe_3,46.05,1.22,4.47,4.75
6.64,744,63,79,403,36,0,Cooling,recipe_2,34.09,0.87,2.67,0.0
8.96,2975,73,315,577,39,1,Industrial,recipe_3,39.84,1.37,4.56,3.45
8.58,210,59,385,759,36,1,Washing,recipe_3,36.05,1.23,3.24,3.67
7.11,514,15,68,693,25,0,Cooling,recipe_4,8.19,0.17,2.38,3.14
6.26,2689,127,107,635,40,0,Washing,recipe_3,52.48,1.24,3.22,4.21
5.73,1691,153,393,53,23,1,Irrigation,recipe_3,37.82,1.36,4.3,3.67
5.57,555,65,284,457,21,0,Construction,recipe_3,41.63,1.24,3.77,4.02
5.8,1531,88,64,174,31,0,Cooling,recipe_2,39.15,0.93,3.2,0.0
8.44,1915,162,328,198,35,0,Cooling,recipe_3,46.76,1.74,3.23,3.81
6.85,875,145,167,239,21,1,Construction,recipe_3,41.41,1.22,3.59,3.33
5.68,1609,174,372,563,17,1,Washing,recipe_3,48.11,1.39,4.16,3.59
5.39,806,121,50,220,37,0,Construction,recipe_2,37.6,1.06,2.9,0.0
8.0,2253,91,127,172,25,1,Industrial,recipe_3,46.68,1.29,4.2,4.38
7.4,1755,2,384,526,39,1,Industrial,recipe_3,37.12,1.31,4.51,3.97
5.94,2028,139,294,661,28,1,Industrial,recipe_3,53.34,1.34,4.4,3.47
5.82,1605,158,217,662,26,0,Construction,recipe_3,48.1,1.63,4.67,4.31
7.33,1838,198,126,297,38,1,Cooling,recipe_3,39.09,1.65,3.2,4.65
5.02,2477,130,33,50,15,0,Industrial,recipe_3,47.59,1.43,4.1,3.39
5.01,1460,31,304,761,27,1,Industrial,recipe_3,46.01,1.29,3.5,3.63
7.88,1679,39,340,676,25,0,Industrial,recipe_3,36.85,1.63,4.38,3.64
6.91,2638,66,325,299,29,1,Cooling,recipe_3,37.88,1.52,4.13,3.86
8.94,2215,185,196,414,39,1,Cooling,recipe_3,50.38,1.33,4.46,4.12
6.71,1119,124,186,244,40,0,Cooling,recipe_4,8.84,0.22,1.78,3.07
7.57,2909,152,363,152,28,1,Industrial,recipe_3,39.83,1.45,3.49,3.92
8.7,2987,35,240,568,20,0,Irrigation,recipe_3,44.09,1.27,3.89,4.02
5.46,1092,21,173,399,26,0,Industrial,recipe_2,41.58,1.2,2.6,0.0
7.22,2826,16,328,601,38,0,Washing,recipe_3,44.83,1.52,4.18,3.58
7.58,659,132,247,695,33,0,Construction,recipe_3,47.27,1.42,3.54,4.33
6.59,1578,177,262,271,40,1,Washing,recipe_3,46.22,1.43,4.18,4.67
5.05,1164,50,69,233,20,0,Cooling,recipe_2,36.86,0.93,3.23,0.0
8.04,1567,60,111,572,19,0,Construction,recipe_3,46.03,1.63,4.79,3.74
5.72,681,33,334,394,23,1,Washing,recipe_3,44.8,1.58,3.25,4.77
8.1,2498,80,186,358,34,1,Construction,recipe_3,46.94,1.67,4.02,3.25
8.44,1099,157,279,791,22,0,Washing,recipe_3,52.8,1.63,3.44,3.68
6.71,2842,99,271,522,28,1,Industrial,recipe_3,47.49,1.47,4.69,3.77
5.85,269,57,386,487,25,1,Construction,recipe_3,46.58,1.37,3.67,3.25
6.15,2560,91,146,519,35,1,Irrigation,recipe_3,41.34,1.7,3.63,4.2
8.66,2192,67,192,572,38,0,Washing,recipe_3,52.2,1.61,4.73,3.73
5.58,1403,165,214,439,35,0,Cooling,recipe_3,36.48,1.23,3.21,3.86
6.44,1739,59,343,147,34,1,Irrigation,recipe_3,41.91,1.78,4.05,3.89
6.88,1640,52,321,399,34,1,Irrigation,recipe_3,53.09,1.55,3.77,3.82
7.18,998,192,13,447,33,0,Washing,recipe_4,8.01,0.22,1.98,2.54
6.5,2070,200,215,121,17,1,Cooling,recipe_3,51.92,1.22,4.46,3.69
5.55,1987,79,90,772,25,1,Washing,recipe_3,41.49,1.54,4.19,3.95
7.26,2950,44,352,642,20,0,Cooling,recipe_3,52.91,1.78,3.36,4.43
6.98,1623,181,207,471,36,0,Washing,recipe_3,39.17,1.7,3.67,3.9
7.39,1110,78,354,628,18,0,Washing,recipe_3,43.68,1.43,3.33,3.88
6.78,1632,109,286,666,28,1,Construction,recipe_3,46.8,1.59,4.09,3.61
6.08,1411,110,194,360,28,0,Washing,recipe_3,38.47,1.6,3.68,4.05
6.82,540,61,256,293,37,1,Washing,recipe_3,53.92,1.64,4.48,4.51
6.42,1700,120,389,558,36,1,Washing,recipe_3,51.55,1.72,3.79,3.96
6.3,664,156,204,60,23,1,Washing,recipe_3,44.43,1.34,4.51,4.44
8.35,2122,147,283,370,19,1,Washing,recipe_3,43.2,1.47,4.24,3.85
8.92,2039,171,130,199,36,1,Irrigation,recipe_3,44.11,1.79,3.42,3.32
8.47,233,183,378,253,16,1,Washing,recipe_3,42.17,1.52,4.7,3.38
8.8,2555,23,62,554,37,1,Industrial,recipe_3,51.17,1.58,3.66,4.77
6.66,1998,133,119,215,35,1,Industrial,recipe_3,36.41,1.67,3.8,3.51
8.56,2462,144,63,778,37,1,Washing,recipe_3,47.73,1.43,3.53,4.29
5.51,2432,106,118,452,30,1,Construction,recipe_3,50.09,1.76,4.0,4.41
6.5,2227,51,18,239,25,0,Construction,recipe_4,9.48,0.22,2.25,3.25
5.14,1858,66,93,293,36,0,Industrial,recipe_3,40.42,1.21,3.36,3.7
7.94,2569,100,62,208,32,1,Irrigation,recipe_3,49.57,1.6,4.01,3.97
8.21,2565,61,85,371,29,1,Washing,recipe_3,36.72,1.3,3.8,4.73
6.01,1085,160,209,170,39,1,Irrigation,recipe_3,41.98,1.39,3.39,3.88
6.04,686,196,391,215,40,1,Washing,recipe_3,46.04,1.62,4.67,4.38
5.51,2426,143,361,371,28,0,Washing,recipe_3,36.2,1.61,4.21,4.56
8.56,896,154,39,106,24,0,Industrial,recipe_2,35.32,1.1,3.12,0.0
8.75,2873,78,96,343,30,0,Construction,recipe_3,43.8,1.43,4.67,4.76
5.57,2094,92,344,105,38,0,Washing,recipe_3,39.75,1.28,3.39,3.22
8.56,1120,22,43,690,22,0,Construction,recipe_3,41.98,1.59,4.75,3.68
8.44,450,187,396,697,18,0,Irrigation,recipe_3,48.26,1.67,3.33,4.8
6.91,2618,23,376,695,28,0,Irrigation,recipe_3,39.28,1.7,3.98,4.68
7.82,2209,76,208,524,22,0,Cooling,recipe_3,48.36,1.77,3.48,4.68
7.56,2180,63,300,671,23,0,Construction,recipe_3,42.93,1.46,4.76,3.63
8.34,1032,129,118,283,21,0,Washing,recipe_3,49.49,1.26,3.89,4.4
7.2,1315,74,356,704,29,0,Industrial,recipe_3,46.75,1.76,4.68,4.69
6.68,708,123,373,302,25,0,Cooling,recipe_3,50.07,1.28,3.97,4.35
6.23,2464,124,75,542,28,0,Construction,recipe_3,52.33,1.59,4.31,3.95
